id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count,parsed_data,dimensions
27187,,PENNSYLVANIA RAILROAD,DINNER,RAILROAD,,11 X 7 IN.,,"General Superintendent, Dining Car Service : John F. Finnegan. Advertisement on verso for The Luxury Fleet.",Soete 226,,Pennsylvania Railroad,Dollars,$,complete,2,72.0,11 X 7 IN.,11 X 7 IN.
27188,,PENNSYLVANIA RAILROAD,DAILY MENU,RAILROAD,,11 X 7 IN.,,"General Superintendent, Dining Car Service : John F. Finnegan. Advertisement on verso for The Luxury Fleet.",Soete 227,,Pennsylvania Railroad,Dollars,$,complete,2,34.0,11 X 7 IN.,11 X 7 IN.
27189,,PENNSYLVANIA RAILROAD,BREAKFAST,RAILROAD,,11 X 7 IN.,,"General Superintendent, Dining Car Service : John F. Finnegan.",Soete 228,,Pennsylvania Railroad,Dollars,$,complete,1,86.0,11 X 7 IN.,11 X 7 IN.
27190,,PENNSYLVANIA RAILROAD,DINNER,RAILROAD,,11 X 7 IN. ; ILL.,,"""St. Mary's College Fordham 1940 Football Tour."" Coach : Norman ""Red"" Strader.",Soete 230,1940-10-28T00:00:00Z,Pennsylvania Railroad,,,complete,1,13.0,ILL.,ILL.
27191,,PENNSYLVANIA RAILROAD,DINNER,RAILROAD,,10 X 7 IN. FOLD. ; ILL.,,"General Superintendent, Dining Car Service : John F. Finnegan.",Soete 233,,Pennsylvania Railroad,Dollars,$,complete,3,85.0,ILL.,ILL.
27192,,PENNSYLVANIA RAILROAD,DINNER,RAILROAD,,10 X 7 IN. FOLD. ; ILL.,,"General Superintendent, Dining Car Service : John F. Finnegan. Includes : ""Congressional Dinner"" menu option.",Soete 234,,Pennsylvania Railroad,Dollars,$,complete,3,84.0,ILL.,ILL.
27193,,PENNSYLVANIA RAILROAD,DINNER,RAILROAD,,10 X 7 IN. FOLD. ; ILL.,,"General Superintendent, Dining Car Service : John F. Finnegan.",Soete 236,,Pennsylvania Railroad,Dollars,$,complete,4,144.0,ILL.,ILL.
27194,,"PENNSYLVANIA RAILROAD, SOUTHERN RAILWAY SYSTEM",LUNCH,RAILROAD,,10 X 7 IN. FOLD. ; ILL. COL.,,Steward in charge : H. G. Krabbe. Manager Dining Cars : W. F. Kusch.,Soete 240,,"Pennsylvania Railroad, Southern Railway System",Dollars,$,complete,3,45.0,ILL. COL.,ILL. COL.
27195,,SAN FRANCISCO OVERLAND LIMITED,LUNCH,RAILROAD,"DINER CAR 374, SAN FRANCISCO OVERLAND LIMITED",8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Includes insert : daily specials. ""The Salad Bowl"" listed in bold. Steward : M. E. Pearson. Advertisement for Sun Valley.",Soete 1,1939-04-13T00:00:00Z,San Francisco Overland Limited,Dollars,$,complete,4,103.0,ILL.,ILL.
27196,,SAN FRANCISCO OVERLAND LIMITED,LUNCH,RAILROAD,"DINER CAR 372, SAN FRANCISCO OVERLAND LIMITED",8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Date taken from similar item in collection. Steward : E. W. Conley. Includes enclosed ""recipe card."" Includes insert of daily specials. Advertisement for Sun Valley.",Soete 4,1939-01-01T00:00:00Z,San Francisco Overland Limited,Dollars,$,complete,5,90.0,ILL.,ILL.
27197,,SOUTHERN PACIFIC,BREAKFAST,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,Event : 1941 Islam Temple Grand De Luxe Land Cruise to Mexico. Illustration : Carlsbad Caverns National Park. Illustrious potentate : Henry F. Boyen.,Soete 13,1941-09-20T00:00:00Z,Southern Pacific,,,complete,4,16.0,ILL.,ILL.
27198,,SOUTHERN PACIFIC,BREAKFAST,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Event : 1941 Islam Temple Grand De Luxe Land Cruise to Mexico. Illustration : Hotel Playa de Cortes, The Desert Resort By the Sea. Illustrious potentate : Henry F. Boyen.",Soete 17,1941-09-20T00:00:00Z,Southern Pacific,,,complete,4,16.0,ILL.,ILL.
27199,,SOUTHERN PACIFIC,LUNCH,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Manager : Harry A. Butler. Includes small paper insert : ""Special To-Day.""",Soete 20,1938-01-01T00:00:00Z,Southern Pacific,Dollars,$,complete,4,121.0,ILL.,ILL.
27200,,SOUTHERN PACIFIC,DINNER,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Manager : Harry A. Butler. Illustration : Oriental Tower and Reflection, Golden Date International Exposition.",Soete 23,1939-01-01T00:00:00Z,Southern Pacific,Dollars,$,complete,4,100.0,ILL.,ILL.
27201,,SOUTHERN PACIFIC,LUNCH,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,Manager : Harry A. Butler.,Soete 24,1937-01-01T00:00:00Z,Southern Pacific,Dollars,$,complete,3,70.0,ILL.,ILL.
27202,,SOUTHERN PACIFIC,WINE LIST,RAILROAD,SOUTHERN PACIFIC,6 1/2 X 4 1/2 IN. FOLD.,,For dining car service.,Soete 29,1938-01-01T00:00:00Z,Southern Pacific,Dollars,$,complete,4,45.0,6 1/2 X 4 1/2 IN. FOLD.,6 1/2 X 4 1/2 IN. FOLD.
27203,,QUARTERMASTER CORPS,DINNER,,,7 1/2 X 4 1/2 IN.,RELIGIOUS HOLIDAY,Menu title : Transport Thomas.,Soete 31,1913-01-01T00:00:00Z,Quartermaster Corps,,,complete,1,28.0,7 1/2 X 4 1/2 IN.,7 1/2 X 4 1/2 IN.
27204,,MERCHANTS EXCHANGE CLUB,DINNER,,CLUB ROOM,"9 X 6 IN. ; 4 P., ILL.",,,Soete 32,,Merchants Exchange Club,,,complete,6,0.0,"4 P., ILL.","4 P., ILL."
27205,,HARVARD CLUB OF SAN FRANCISCO,DINNER,HOTEL,PALACE HOTEL,8 X 5 IN. FOLD.,,"Event : Seventh Annual Dinner Includes an ""Ode"" to Harvard.",Soete 33,1880-10-21T00:00:00Z,Harvard Club Of San Francisco,,,complete,3,28.0,8 X 5 IN. FOLD.,8 X 5 IN. FOLD.
27206,,THE MUSICIANS CLUB OF SAN FRANCISCO,DINNER,RESTAURANT,MARTINELLI'S,10 X 6 1/2 IN.,,"Menu title : ""Differente thingamajigos."" Presenters : Gustavo Hinricchi and E. Giulio Weberini.",Soete 34,1897-02-26T00:00:00Z,The Musicians Club Of San Francisco,,,complete,1,14.0,10 X 6 1/2 IN.,10 X 6 1/2 IN.
27207,,CORINTHIAN COOKS & WAITERS UNION NO. 23,DINNER,,,8 1/2 X 5 1/2 IN. FOLD.,,Event : Twenty-fifth Corinthian Annual Dinner. Honorary Roll : Victor Hirtzler and Robert Spitznagel.,Soete 36,1916-01-09T00:00:00Z,Corinthian Cooks & Waiters Union No. 23,,,complete,3,9.0,8 1/2 X 5 1/2 IN. FOLD.,8 1/2 X 5 1/2 IN. FOLD.
27208,,INTERNATIONAL GENEVA ASSOCIATION,MIDNIGHT SUPPER,HOTEL,HOTEL ST. FRANCIS,9 1/2 X 6 IN. ; 8 P.,,"Event : 21st Annual Charity Ball. Advertisements for Anheuser Busch, The San Francisco Bank, Perrier, Canada Dry, Budweiser, Tonkin Distributing Co. Includes list of International Geneva Association Officers.",Soete 38,1931-04-20T00:00:00Z,International Geneva Association,Dollars,$,complete,11,14.0,8 P.,8 P.
27209,,AMERICAN CHEMICAL SOCIETY,DINNER,HOTEL,WALDORF-ASTORIA,6 1/2 X 4 1/2 IN. ; 4 P.,OTHER (ANNUAL MEETING),"Event : Banquet of the American Chemical Industries Tercentenary."" Includes event program and list of Guests of Honor.",Soete 41,1935-04-24T00:00:00Z,American Chemical Society,,,complete,5,16.0,4 P.,4 P.
27210,,THE PACIFIC COAST SOCIETY OF ORTHODONTISTS,DINNER,HOTEL,PALACE HOTEL,8 1/2 X 5 1/2 IN. FOLD.,"OTHER,BANQUET",Includes event program.,Soete 42,1935-02-15T00:00:00Z,The Pacific Coast Society Of Orthodontists,,,complete,4,11.0,8 1/2 X 5 1/2 IN. FOLD.,8 1/2 X 5 1/2 IN. FOLD.
27211,,ALUMNI ASSOCIATION OF THE COLLEGE OF PHYSICIANS AND SURGEONS OF SAN FRANCISCO,DINNER,HOTEL,PALACE HOTEL,10 X 6 1/2 IN. ; COL. ILL.,COMPLIMENTARY/TESTIMONIAL,"Event : ""Annual Banquet...in honor of the Graduating Class of 1951..."" [School of Dentistry] Includes lists of graduates and alumni officers.",Soete 46,1951-07-17T00:00:00Z,Alumni Association Of The College Of Physicians And Surgeons Of San Francisco,Dollars,$,complete,6,12.0,COL. ILL.,COL. ILL.
27212,,WESTER RETAIL LUMBERMEN'S ASSOCIATION,DINNER,OTHER (CLUB);,SAN FRANCISCO COMMERICAL CLUB,9 X 6 IN. ; ILL.,"OTHER,CONFERENCE","Includes event program. Photographic illustrations : The Lumberman's Building and House of Hoo Hoo, Enterance to Court of The Four Seasons.",Soete 48,1915-02-19T00:00:00Z,Wester Retail Lumbermen's Association,,,complete,8,14.0,ILL.,ILL.
27213,,HOTEL DEL MONTE,DINNER,HOTEL,HOTEL DEL MONTE,5 1/2 X 3 1/2 IN. ; COL. ILL.,,,Soete 52,1880-09-15T00:00:00Z,Hotel Del Monte,,,complete,2,24.0,COL. ILL.,COL. ILL.
27214,,THE SAN FRANCISCO CABINET NATIONAL UNION,DINNER,OTHER (CLUB);,THE SAN FRANCISCO COMMERCIAL CLUB,7 X 4 1/2 IN. ; COL. ILL.,COMPLIMENTARY/TESTIMONIAL,Note : Banquet...to E. A. Myers and D. A. Helpman.,Soete 54,1915-10-18T00:00:00Z,The San Francisco Cabinet National Union,,,complete,3,17.0,COL. ILL.,COL. ILL.
27215,,MONTAUK MANOR,DINNER,,MONTAUK MANOR,9 X 6 IN. ; COL. ILL.,"PATRIOTIC HOLIDAY,NATIONAL EVENT",,Soete 55,1940-07-04T00:00:00Z,Montauk Manor,,,complete,2,27.0,COL. ILL.,COL. ILL.
27216,,THE MAYOR AND THE EXECUTIVE COMMITTEE OF THE PORTOLA FESTIVAL,SUPPER,HOTEL,FAIRMONT HOTEL,8 1/2 X 6 1/2 IN. FOLD.,OTHER (COMMEMORATION),"Invitation. ""Commemorating the four hundredth anniversary of the discovery of the Pacific Ocean by Vasco Nunez de Balboa...""",Soete 64,,The Mayor And The Executive Committee Of The Portola Festival,,,complete,1,0.0,8 1/2 X 6 1/2 IN. FOLD.,8 1/2 X 6 1/2 IN. FOLD.
27217,,LIMEHOUSE,DINNER,RESTAURANT,LIMEHOUSE,12 1/2 X 9 1/2 IN. FOLD.,,Chinese restaurant menu. Printed paper on woven mat.,Soete 65,,Limehouse,Dollars,$,complete,2,162.0,12 1/2 X 9 1/2 IN. FOLD.,12 1/2 X 9 1/2 IN. FOLD.
27218,,FORBIDDEN CITY,DAILY MENU,RESTAURANT,FORBIDDEN CITY,12 X 9 IN. FOLD. ; ILL.,,Chinese restaurant menu. Includes American and Chinese menus.,Soete 66,1943-01-01T00:00:00Z,Forbidden City,Dollars,$,complete,4,240.0,ILL.,ILL.
27219,,THE MANDARIN,DAILY MENU,RESTAURANT,"THE MANDARIN, GARFIELD 6464",10 X 6 1/2 IN.,,"Chinese restaurant menu. ""Today's Specials"" attached.",Soete 68,,The Mandarin,Dollars,$,complete,2,137.0,10 X 6 1/2 IN.,10 X 6 1/2 IN.
27220,,RICHMOND BEER GARDEN,DAILY MENU,RESTAURANT,RICHMOND BEER GARDEN,6 X 3 1/2 IN.,,,Soete 72,,Richmond Beer Garden,,,complete,1,13.0,6 X 3 1/2 IN.,6 X 3 1/2 IN.
27221,,GREEN MILL,DAILY MENU,RESTAURANT,GREEN MILL,8 1/2 X 3 1/2 IN. FOLD. ; ILL.,,"Chinese restaurant menu. ""Chinese dishes prepared by American's most famous Chinese chef..."" Manager : Louis H. Speilman.",Soete 75,,Green Mill,Dollars,$,complete,4,57.0,ILL.,ILL.
27222,,HONG CHONG BURLINGAME CHOP SUEY RESTAURANT,DAILY MENU,RESTAURANT,HONG CHONG BURLINGAME CHOP SUEY RESTAURANT,9 X 6 1/2 IN. FOLD. ; ILL.,,,Soete 76,,Hong Chong Burlingame Chop Suey Restaurant,Dollars,$,complete,4,151.0,ILL.,ILL.
27223,,SAN FRANCISCO COMMERCIAL CLUB,LUNCH,OTHER (CLUB);,SAN FRANCISCO COMMERCIAL CLUB,5 X 3 1/2 IN. FOLD. ; COL. ILL.,NATIONAL EVENT,,Soete 51,1915-11-23T00:00:00Z,San Francisco Commercial Club,,,complete,2,15.0,COL. ILL.,COL. ILL.
27224,,UNKNOWN,LUNCH,HOTEL,,8 1/2 X 6 1/2 IN. FOLD.,COMPLIMENTARY/TESTIMONIAL,"""Luncheon in honor of The Most Reverend Joseph Thomas McGucken, S. T. D., Titular Bishop of Sanavo and Auxiliary to the Archbishop of Los Angeles..."" Includes menu and program.",Soete 63,1941-03-19T00:00:00Z,Hotel Biltmore,,,complete,3,11.0,8 1/2 X 6 1/2 IN. FOLD.,8 1/2 X 6 1/2 IN. FOLD.
27225,,WABASH RAILWAY COMPANY,DAILY MENU,RAILROAD,,10 X 7 IN. FOLD. ; ILL. COL.,,"Insert : ""Today's Suggestion."" Advertisements : National Distillers Products Corporation, American Association of American Railroads, Budweiser, American Lady Brand, Delmar Station, Association of American Railroads. Passenger Traffic Manager : T. M. Haye",Soete 198,1941-01-01T00:00:00Z,Wabash Railway Company,Dollars,$,complete,4,172.0,ILL. COL.,ILL. COL.
27226,,"PERSONAL FRIENDS, BUSINESS ASSOCIATES, AND CITIZENS",DINNER,,"TAIT'S ""PAVO REAL""",10 X 7 IN. FOLD. ; ILL.,COMPLIMENTARY/TESTIMONIAL,"Sponsor transcribed from item.   Inscription : ""Dinner to James Woods and his traveling associates...""  Includes dedicatory poem, menu, guest list, program, and photograph of James Woods. Printer : The Abbott Press, S.F.",Soete 57,1921-04-19T00:00:00Z,"Personal Friends, Business Associates, And Citizens",,,complete,8,12.0,ILL.,ILL.
27227,,CITIZENS OF LOS ANGELES,LUNCH,"HOTEL,OTHER,BALLROOM",BILTMORE BOWL,9 X 6 1/2 IN. FOLD. ; ILL.,COMPLIMENTARY/TESTIMONIAL,"""Luncheon in honor of Mayor Fletcher Bowron..."" Includes photograph of Fletcher Bowron, menu, program, and list of sponsors.",Soete 62,,Citizens Of Los Angeles,,,complete,8,7.0,ILL.,ILL.
27228,,HOTEL DEL MONTE,DINNER,HOTEL,HOTEL DEL MONTE,9 1/2 X 6 IN. ; COL. ILL.,PATRIOTIC HOLIDAY,,Soete 50,2012-07-04T00:00:00Z,Hotel Del Monte,,,complete,5,51.0,COL. ILL.,COL. ILL.
27229,,NEW YORK CENTRAL SYSTEM,DAILY MENU,RAILROAD,,9 X 6 IN. FOLD. ; ILL.,,"Illustration : ""Cincinnati on the Ohio, Gateway to the South."" Promotes National Cherry Week.",Soete 169,,New York Central System,Dollars,$,complete,3,140.0,ILL.,ILL.
27230,,UNION PACIFIC RAILROAD,LUNCH,RAILROAD,"DINING CAR, UNION PACIFIC RAILROAD",9 1/2 X 6 1/2 IN. FOLD.,,"""Mayor Rossi and The California Grays, Special train en route New York via Union Pacific Railroad."" Includes ""select luncheons"" and a la carte menu options.",Soete 59,1939-05-11T00:00:00Z,Union Pacific Railroad,Dollars,$,complete,3,114.0,9 1/2 X 6 1/2 IN. FOLD.,9 1/2 X 6 1/2 IN. FOLD.
27231,,NEW YORK CENTRAL LINES,BREAKFAST,RAILROAD,,10 X 6 1/2 IN. ; ILL.,,"Manager Dining Service : J. R. Smart. Advertisement : ""Chicago, the vacation city."" Attachments : ""Dining Service"" specials, beverage list.",Soete 187,1927-01-01T00:00:00Z,New York Central Lines,Dollars,$,complete,4,118.0,ILL.,ILL.
27232,,SOUTHERN PACIFIC,LUNCH,RAILROAD,SOUTHERN PACIFIC,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Event : ""1941 Islam Temple Grand De Luxe Land Cruise to Mexico."" Illustration : Golden Gate Bridge, San Francisco. Illustrious potentate : Henry F. Boyen.",Soete 12,1941-09-20T00:00:00Z,Southern Pacific,,,complete,4,14.0,ILL.,ILL.
27233,,SAN FRANCISCO OVERLAND LIMITED,LUNCH,RAILROAD,SAN FRANCISCO OVERLAND LIMITED,8 1/2 X 5 1/2 IN. FOLD. ; ILL.,,"Includes ""selections,"" ""suggestions,"" and a la carte menu options. Date taken from note on item.",Soete 6,1937-01-01T00:00:00Z,San Francisco Overland Limited,Dollars,$,complete,3,90.0,ILL.,ILL.
27234,,THOMAS COOK & SON SPECIAL,DAILY MENU,RAILROAD,,7 1/2 X 6 IN. ; 9 P.,,"Event : ""Tour ""D"" En Route to Los Angeles, Cal."" Pages tied with ribbon. Note : ""Santa Fe, Dining Car Service, Fred Harvey""",Soete 35,1915-07-11T00:00:00Z,Thomas Cook & Son Special,,,complete,10,157.0,9 P.,9 P.
27235,,THE CITIZENS OF SAN FRANCISCO,DINNER,HOTEL,PALACE HOTEL,8 X 5 IN. FOLD. ; ILL.,COMPLIMENTARY/TESTIMONIAL,"Bound in blue velvet. Note : ""Banquet tendered to Honorable Julius Kahn by the citizens of San Francisco in commemoration...as a member of the House of Representatives."" Includes L list of speakers, menu, and photograph of Julius Kahn.",Soete 58,1917-10-23T00:00:00Z,The Citizens Of San Francisco,,,complete,8,17.0,ILL.,ILL.
27236,,PAN AMERICAN SOCIETY,DINNER,OTHER (CLUB);,BOHEMIAN CLUB,8 1/2 X 5 1/2 IN. FOLD.,COMPLIMENTARY/TESTIMONIAL,"""Dinner in honor of Major General Pedro Aurelio do Goes Monteiro, Cheif of Staff, Brazilian Army..."" Includes menu, wine list, program, and list of speakers.",Soete 61,1939-06-30T00:00:00Z,Pan American Society,,,complete,3,14.0,8 1/2 X 5 1/2 IN. FOLD.,8 1/2 X 5 1/2 IN. FOLD.
27237,,THE NEW TWIN ZEPHYRS,LUNCH,RAILROAD,,9 X 6 IN. FOLD. ; ILL. COL.,,"Includes : menu ""for the little ones."" Steward : W. S. Cunningham. Supt. of Dining Car Service, Chicago : E. G. Lee Passenger Traffic Manager, Chicago : A. Cotsworth, Jr. Includes : List of Twin Zephyr car names.",Soete 140,,The New Twin Zephyrs,Dollars,$,complete,4,98.0,ILL. COL.,ILL. COL.
27238,,ALADDIN STUDIO TIFFIN ROOM,DAILY MENU,RESTAURANT,ALADDIN STUDIO TIFFIN ROOM,10 1/2 X 5 IN. FOLD.,,"Includes inserts: announcement of opening and ""saturday chow card.""",Soete 78,,Aladdin Studio Tiffin Room,Dollars,$,complete,5,158.0,10 1/2 X 5 IN. FOLD.,10 1/2 X 5 IN. FOLD.
27239,,NEW YORK CENTRAL SYSTEM,DAILY MENU,RAILROAD,,9 X 6 IN. FOLD. ; ILL.,,"Illustration : ""The Old State House, Boston..."" Promotes National Cherry Week. Manager Dining Services : B. J. Bohlender.",Soete 170,1922-02-15T00:00:00Z,New York Central System,Dollars,$,complete,3,80.0,ILL.,ILL.
27240,,LIBRARY,LUNCH,RESTAURANT,LIBRARY,PHOTOCOPY (5 PAGES); 8.5 X 14 INCHES,,Baratta collection; annotated; appetizers and soups; Crab Lumps a la Russe; casseroles; entrees; vegatable or potato; a la carte options; fresh water fish and seafood,Baratta 113,,Library,Dollars,$,complete,5,78.0,8.5 X 14 INCHES,8.5 X 14 INCHES
27241,,ALFREDO,DINNER,RESTAURANT,ALFREDO,FOLDER AND PHOTOCOPY; 8.5 X 14 INCHES; INK MARKINGS (COVER),,"Baratta collection; annotated; ""The Original of Rome Since 1914""; descriptions by course and dish; light menu options; illustrations (cover); color (green); listing of other locations",Baratta 129 (2 copies),,Alfredo,Dollars,$,complete,4,74.0,INK MARKINGS (COVER),INK MARKINGS (COVER)
27242,,ITALIAN LINE,BRUNCH,"HOTEL,RESTAURANT",PARK LANE,FOLDER; 9 X 11.63 INCHES;,RELIGIOUS HOLIDAY,"Baratta collection; annotated (serving per day: 253, prices); promotes Italian Line cruises; apertifs; wine lists; credit list (favours, fashion show, music); prixe fixe $9.00; illustration (cover); color",Baratta 10 (2 copies),1963-04-14T00:00:00Z,Italian Line,,,complete,4,34.0,9 X 11.63 INCHES,9 X 11.63 INCHES
27243,,J.C'S,LUNCH & DINNER,RESTAURANT,J.C'S,FOLDER; 9 X 12 INCHES; CREASE (LENGTH-WISE),,"Baratta collection; extensive wine list by bottle and half bottle; suggested cocktails; wines by the carafe; ""We feature Old Busmills Irish Whiskey on our Irish Coffee $1.75""; Italian Dishes; Veal Dishes; From the Land; From the Sea; Sandwiches; ""Historic",Baratta 138,,J.C's,Dollars,$,complete,4,110.0,CREASE (LENGTH-WISE),CREASE (LENGTH-WISE)
27244,,STATLER HILTON,DINNER,"HOTEL,RESTAURANT",STALTER HILTON; HOTEL STATLER,FOLDER; 8.25 X 11 INCHES,,"Baratta collection; Chef Buisson Suggests; Room service ten cents additional per portion; Welsh Rarebit; cocktails named (The Coffee House, The Lounge, The Men's Bar, The Pen and Sword, The Embassy); illustrations; color",Baratta 19,1962-03-01T00:00:00Z,Statler Hilton,Dollars,$,complete,3,120.0,8.25 X 11 INCHES,8.25 X 11 INCHES
27245,,THE WALDORF ASTORIA,DINNER,HOTEL,THE WALDORF-ASTORIA,FOLDER; 9.8 X 12.75 INCHES,,Baratta collection; room service; a la carte; Marcel (head waiter); room service charge 50 cents per person; specials; Waldorf special,Baratta 24,1959-11-24T00:00:00Z,The Waldorf Astoria,Dollars,$,complete,3,186.0,9.8 X 12.75 INCHES,9.8 X 12.75 INCHES
27246,,THE NEW YORK PLAZA,WINE LIST,HOTEL,THE PLAZA HOTEL,BOOKLET; 8.75 X 12 INCHES; BINDING MISSING TWO METAL FASTNERS,,Baratta collection; illustrations (cover); color (red); quote by Plato; table of vintage ratings (1928-1954); divided into nine sections by region; hotel logo on verso,Baratta 39,,The New York Plaza,Dollars,$,complete,21,188.0,BINDING MISSING TWO METAL FASTNERS,BINDING MISSING TWO METAL FASTNERS
27247,,ALFREDO,DINNER,RESTAURANT,"ALFREDO; CITICORP CENTER, 53RD STREET AND LEXINGTON AVENUE",FOLDERS (2); 8 X 14 INCHES; INK MARKINGS (COVER),,"Baratta collection; annotated; ""The Original of Rome Since 1914""; descriptions by dish; light menu; ""The management kindly requests that you refrain from smoking cigars or pipes within our dining areas.""; ""All our recipies are prepared to order by our tea",Baratta 46,,Alfredo,Dollars,$,complete,8,53.0,INK MARKINGS (COVER),INK MARKINGS (COVER)
27248,,PARK LANE,BRUNCH,RESTAURANT,PARK LANE; 299 PARK AVENUE,FOLDER (UNFOLDED); 13 X 9.5 INCHES,,"Baratta collection; annotated; illustrations (cover, interior); color (red); wine suggestions; cocktails; cold buffet; $5.00 per person; ""Served from 12:30 p.m.""; ""When you plan a social or business gathering..."" promotion;",Baratta 50,1960-01-03T00:00:00Z,Park Lane,Dollars,$,complete,3,46.0,13 X 9.5 INCHES,13 X 9.5 INCHES
27249,,THE WALDORF ASTORIA,DINNER,HOTEL,THE WALDORF-ASTORA,FOLDER; 9.875 X 12.75 INCHES; FOOD STAINS (COVER),,Baratta collection; a la carte; specials; headwaiter (Marcel); room service; room service charge 50 cents per person; Sanka,Baratta 63,1969-09-29T00:00:00Z,The Waldorf Astoria,Dollars,$,complete,3,180.0,FOOD STAINS (COVER),FOOD STAINS (COVER)
27250,,THE WESTBURY,DINNER,RESTAURANT,THE WESTBURY; MADISON AVENUE AND 69TH STREET,FOLDER; 9 X 12 INCHES; CREASED LENGTH-WISE,RELIGIOUS HOLIDAY,"Baratta collection; illustrations (cover); color (yellow, green); illustration reprinted from Currier & Ives, ""Central Park in Winter""; $6.50 per person; ""Served in Polo Bar and Main Dining Room (12 to 9:00 p.m)",Baratta 72,1961-12-25T00:00:00Z,The Westbury,,,complete,2,38.0,CREASED LENGTH-WISE,CREASED LENGTH-WISE
27251,,GRAMERCY PARK HOTEL,DINNER,"HOTEL,RESTAURANT",GRAMERCY PARK HOTEL,"FOLDER; 8.25 X 11.75 INCHES; WATER STAIN (BOTTOM, LEFT AND RIGHT CORNERS)",RELIGIOUS HOLIDAY,"Baratta collection; extensive wine suggestions; ""Old Fashioned Christmas Dinner""; $4.50; illustration s(cover); color (blue, red, green)",Baratta 82,,Gramercy Park Hotel,Dollars,$,complete,3,84.0,"WATER STAIN (BOTTOM, LEFT AND RIGHT CORNERS)","WATER STAIN (BOTTOM, LEFT AND RIGHT CORNERS)"
27252,,PARK LANE,DINNER,RESTAURANT,PARK LANE,FOLDER; 7.25 X 9.5 INCHES; COFFEE STAIN (INTERIOR),RELIGIOUS HOLIDAY,"Baratta collection; annotated; Hyacinth, Bismarck;Tulip, Spring Song (Haak); illustrations (cover, interior); wine suggestions; aperitifs; shrimp cocktail; $7.50 per couvert; Holland, Land of Flowers story (verso); KLM Royal Dutch Airlines promotion (vers",Baratta 126 (3 copies),1961-04-02T00:00:00Z,Park Lane,Dollars,$,complete,4,30.0,COFFEE STAIN (INTERIOR),COFFEE STAIN (INTERIOR)
27253,,THE MAYFLOWER: COFFEE SHOP AND COFFEE DECK,LUNCHEON,"RESTAURANT,LUNCH ROOM,COFFEE SHOP",THE MAYFLOWER: COFFEE SHOP AND COFFEE DECK,FOLDER; 8 X 10.25 INCHES,,"Baratta collection; coffee house; sandwiches; desserts; salads; luncheon suggestions; cocktails; Alligator Pear filled with Shrimp Salad; illustrations (cover, back, interior)",Baratta 7,1963-03-20T00:00:00Z,The Mayflower: Coffee Shop And Coffee Deck,Dollars,$,complete,3,56.0,8 X 10.25 INCHES,8 X 10.25 INCHES
27254,,CANDLELIGHT RESTAURANT,DINNER,RESTAURANT,CANDLELIGHT RESTAURANT; 114 HENRY STREET,BROADSIDE; 8.875 X 12 INCHES; CREASED (CENTER),,"Baratta collection; established 1930; opposite St. George Hotel; The home of ""Hot Popovers""; annotated; illustratons (cover, interior; color (green); Special Table d'Hote Dinner; dinner served 5:00 p.m. to 8:30 p.m.; luncheon served 12:00 p.m. to 2:30 p.m",Baratta 32,1959-07-06T00:00:00Z,Candlelight Restaurant,Dollars,$,complete,2,166.0,CREASED (CENTER),CREASED (CENTER)
27255,,THE NEW YORKER,DINNER,"HOTEL,RESTAURANT",TERRACE RESTAURANT,TRIFOLDER; 6.625 X 11.25 INCHES,SECULAR HOLIDAY,"Baratta collection; illustrations (cover, interior); color (cover); Roast Vermont Turkey; served from 12 p.m. to 9:30 p.m.",Baratta 38,1930-11-27T00:00:00Z,The New Yorker,,,complete,2,26.0,6.625 X 11.25 INCHES,6.625 X 11.25 INCHES
27256,,ALGONQUIN HOTEL,LUNCH,"HOTEL,RESTAURANT",ALGONQUIN HOTEL,FOLDER; 9 X 12 INCHES; UNEVEN SEAM,,"Baratta collection; wine suggestions; complete wine list available by request; chef recommendations; ""Algonquin After-Theatre Supper Buffet Served From 10 P.M. Nightly In Our Rose Room and Lobby""; ""Complimentary Garage parking For Algonquin Dinner Guests",Baratta 85,1964-02-04T00:00:00Z,Algonquin Hotel,Dollars,$,complete,2,211.0,UNEVEN SEAM,UNEVEN SEAM
